iosCreateImagesetFolders,bmp,gif,android,ios,androidMipmapInsteadOfDrawable,scaleIsHeightDp,web,jpeg,floor,win,antiAliasing,skipUpscaling,androidIncludeLdpiTvdpi,png,ceil,round,config_id,threads
0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1751,90
0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1752,90
0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1753,10
0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1754,90
0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1755,90
0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1756,90
0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1757,90
0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1758,10
0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1759,90
0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1760,90
0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1761,90
0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1762,90
0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1763,10
0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1764,90
0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1765,90
0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1766,90
0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1767,90
0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1768,90
0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1769,90
0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1770,90
0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1771,90
0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1772,90
0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1773,90
0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1774,10
0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1775,90
0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1776,90
0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1777,90
0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1778,90
0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1779,10
1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1780,90
0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1781,10
0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1782,90
0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1783,90
0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1784,90
0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1785,90
1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1786,90
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1787,90
0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1788,90
0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1789,10
0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1790,90
0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1791,10
1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1792,10
0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1793,90
0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1794,90
0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1795,90
0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1796,90
0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1797,90
0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1798,90
0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,1799,90
0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1800,90
0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1801,10
0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,1802,90
0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1803,90
0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1804,90
0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1805,90
0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1806,90
0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1807,10
1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1808,90
0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1809,90
0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,1810,90
0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1811,10
1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1812,10
1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1813,10
0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1814,90
1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1815,10
0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1816,90
1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1817,10
0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,1,0,1818,90
0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1819,10
1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1820,10
0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1821,90
0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1822,90
0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1823,90
0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1824,10
0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1825,90
0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1826,10
0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1827,90
1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1828,90
0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1829,10
1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1830,10
0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1831,10
0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1832,90
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1833,90
1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1834,90
0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1835,90
0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1836,90
0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1837,90
0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1838,90
0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1839,90
0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1840,90
0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1841,10
0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1842,90
0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1843,90
0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1844,10
0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,1,0,1845,90
0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1846,90
0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1847,90
0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1848,10
0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1849,90
0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1850,90
0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1851,90
0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,1852,90
0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1853,90
0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1854,90
0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1855,90
0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1856,90
0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1857,90
0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1858,10
0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1859,90
0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1860,90
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1861,90
0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1862,10
0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1863,90
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1864,90
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1865,90
0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1866,90
0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1867,10
0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1868,90
0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,1869,90
0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1870,90
0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1871,90
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1872,90
0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1873,90
0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1874,10
0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1875,90
0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1876,90
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1877,90
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1878,90
0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1879,90
0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1880,90
0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1881,90
1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1882,90
0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,1883,90
0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1884,90
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1885,90
0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1886,90
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1887,90
0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1888,10
0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1889,90
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1890,10
0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1891,10
0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1892,90
1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1893,90
0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,1894,10
1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1895,90
1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1896,90
0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1897,90
0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1898,90
0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1899,90
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1900,90
0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1901,90
0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1902,90
0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,1903,90
1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1904,90
0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,1905,90
0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1906,90
1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1907,90
0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,1908,10
0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1909,10
0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1910,90
0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1911,90
0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1912,10
0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1913,10
0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1914,90
0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1915,90
0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1916,10
0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1917,90
0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,1918,90
0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1919,90
0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1920,90
1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1921,90
0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1922,90
1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1923,90
1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1924,90
0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1925,90
0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1926,90
1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1927,90
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1928,10
0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1929,90
0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1930,90
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1931,90
0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1932,10
1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1933,90
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1934,90
0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1,1935,90
0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1,1936,90
0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1937,10
0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1938,90
0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1939,90
0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1940,90
0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1941,90
0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1942,90
0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1943,90
0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1944,90
0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1945,90
0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1946,90
0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1947,10
0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1948,90
0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1949,90
0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1950,10
0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,1,1951,90
0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1952,90
1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1953,90
0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1954,90
0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1955,10
1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1956,90
0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1957,90
0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1958,10
1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1959,90
0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1960,90
0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1961,90
0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1962,90
1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1963,90
0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1964,90
0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1965,90
0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1966,90
1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1967,90
0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1968,90
1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1969,90
0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1970,90
0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1971,90
0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1972,90
1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1973,90
1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1974,90
0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,1,1975,90
1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1976,90
0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1977,90
0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,1978,90
1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1979,90
0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1980,90
1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1981,90
1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1982,90
1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1983,90
0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1984,90
0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1985,90
1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1986,90
0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1987,90
1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1988,90
1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1989,90
1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1990,90
0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1991,90
1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1992,90
1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1993,90
1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1994,90
1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1995,90
0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1996,90
0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1997,90
0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1998,90
0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1999,90
0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,2000,90
0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,2001,90
0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,2002,90
1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,2003,90
1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,2004,90
0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,2005,90
0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,2006,90
0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,2007,90
1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,2008,90
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2009,90
0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,2010,90
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2011,90
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2012,10
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2013,90
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2014,10
1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2015,90
0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,2016,90
1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2017,90
0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,2018,90
0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,2019,90
0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,2020,90
0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,2021,90
0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,2022,90
0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,2023,90
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2024,90
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2025,10
0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,2026,90
0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,2027,90
0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,2028,90
1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,2029,90
0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2030,90
0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,2031,90
0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,2032,90
0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,2033,90
0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,2034,90
0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,2035,90
1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,2036,90
0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2037,90
0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,2038,90
0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,2039,90
0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,2040,90
0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,2041,90
0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,2042,90
1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,2043,90
0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,2044,90
0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2045,90
0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,2046,90
0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,2047,90
0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,2048,90
0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,2049,90
1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,2050,90
0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,2051,90
0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,2052,90
0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,2053,90
0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,2054,90
1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,2055,90
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2056,90
0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,2057,90
0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2058,90
0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,2059,90
0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,2060,10
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2061,90
0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,2062,90
1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,2063,90
0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2064,90
0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,2065,90
0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,2066,10
0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,2067,10
1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,2068,90
0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,2069,90
0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2070,90
0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,2071,90
0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,2072,90
1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2073,90
0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2074,10
0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2075,90
0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,2076,90
1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2077,10
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2078,90
0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,2079,90
0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2080,90
0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,2081,90
0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,2082,90
0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,2083,90
1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2084,90
0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,2085,90
0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,2086,10
0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,2087,10
0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2088,90
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2089,90
0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,2090,10
0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2091,90
0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,2092,10
0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,0,2093,90
0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,2094,90
0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,2095,90
0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,2096,90
0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,2097,90
0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,2098,10
0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,2099,10
0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,2100,90
0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,0,2101,90
0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,2102,90
0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,2103,90
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2104,10
0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,2105,90
0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,2106,10
