NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,config_id,Resampling,CBR,VBRRange
0,0,0,0,0,0,0,1,0,0,0,0,1,411,44,320,0
0,0,0,0,0,0,0,0,1,0,0,0,1,412,48,8,1
0,0,0,1,1,0,0,0,0,0,0,0,0,413,8,8,0
0,0,0,0,0,0,1,0,0,0,0,0,1,414,44,320,0
0,0,0,1,0,0,0,0,0,0,1,0,0,415,22,8,0
0,1,0,0,1,0,0,0,0,0,0,0,0,416,22,8,0
0,0,0,0,1,0,0,0,0,0,0,0,1,417,8,8,0
0,0,0,1,1,0,0,0,0,0,0,0,0,418,8,8,0
0,1,0,0,0,1,1,0,0,0,0,0,0,419,22,8,0
0,1,0,0,0,0,0,0,0,0,1,0,0,420,44,8,0
0,1,0,0,1,0,0,0,0,0,0,0,0,421,48,160,0
0,0,0,1,0,0,1,0,0,0,0,0,0,422,48,160,0
0,0,1,0,0,0,0,0,0,0,1,0,1,423,22,8,0
0,0,0,1,0,0,0,0,0,0,1,0,0,424,22,8,0
0,0,0,1,0,0,0,0,0,0,1,0,0,425,8,8,2
0,1,0,0,0,0,0,1,0,0,0,0,0,426,22,8,0
0,1,0,0,0,0,1,0,0,0,0,0,0,427,22,8,2
1,0,0,0,0,0,0,0,1,0,0,0,1,428,8,160,0
0,1,0,0,0,0,0,1,0,0,0,1,0,429,8,160,0
0,0,0,0,0,0,0,0,0,0,1,1,1,430,44,320,0
0,0,0,0,0,0,0,0,0,0,1,1,1,431,22,320,0
0,1,0,0,0,0,0,0,0,0,1,1,0,432,22,8,0
0,1,0,0,0,0,1,0,0,0,0,1,0,433,22,8,0
0,0,0,1,0,0,0,1,0,0,0,1,0,434,22,8,0
0,0,0,0,0,0,0,0,0,0,1,1,1,435,44,8,0
0,0,0,0,0,0,1,0,0,0,0,1,1,436,22,8,0
0,1,0,0,1,0,0,0,0,0,0,1,0,437,22,8,0
0,1,0,0,1,0,0,0,0,0,0,1,0,438,44,320,0
0,0,0,1,0,0,1,0,0,0,0,1,0,439,22,160,0
0,1,0,0,0,0,0,0,0,0,1,1,0,440,22,8,0
0,1,0,0,0,0,1,0,0,0,0,1,0,441,8,8,0
0,0,0,0,0,0,0,0,0,0,1,1,1,442,48,320,0
0,1,0,0,0,0,0,0,0,0,1,1,0,443,44,8,0
0,0,0,0,0,0,1,0,0,1,0,1,1,444,22,8,2
0,0,0,1,1,0,0,0,0,0,0,1,0,445,22,8,0
0,0,0,0,0,0,0,1,0,0,0,1,1,446,44,160,0
0,1,0,0,0,0,0,0,1,0,0,1,0,447,8,320,0
0,0,0,0,0,0,0,1,0,0,0,1,1,448,48,8,0
0,0,0,1,1,0,0,0,0,0,0,1,0,449,8,8,1
0,1,0,0,0,0,0,0,0,0,1,1,0,450,48,8,2
0,0,0,0,0,0,1,0,0,0,0,1,1,451,8,160,0
0,0,0,0,0,0,1,0,0,0,0,1,1,452,8,8,0
0,0,0,0,0,0,0,0,0,0,1,1,1,453,44,8,1
0,0,0,0,0,0,0,0,0,0,1,1,1,454,8,320,0
0,0,0,1,0,0,0,1,0,0,0,1,0,455,48,8,0
0,0,0,1,0,1,0,0,0,0,1,1,0,456,8,320,0
0,0,0,0,0,0,0,0,0,0,1,1,1,457,48,8,0
0,0,0,0,1,0,0,0,0,0,0,1,1,458,8,8,0
0,0,0,1,1,0,0,0,0,0,0,1,0,459,48,8,0
0,0,1,1,1,0,0,0,0,0,0,1,0,460,48,8,0
0,1,0,0,1,0,0,0,0,0,0,1,0,461,44,8,0
0,1,0,0,0,0,0,0,0,0,1,1,0,462,44,8,2
0,0,0,0,0,0,1,0,0,0,0,1,1,463,44,8,0
0,1,0,0,1,0,0,0,0,0,0,1,0,464,8,8,0
1,1,0,0,0,0,0,0,1,0,0,1,0,465,48,8,1
0,0,0,0,0,0,0,0,0,0,1,0,1,466,48,8,1
0,0,0,0,1,0,0,0,0,0,0,0,1,467,44,320,0
0,1,0,0,0,0,0,1,0,0,0,0,0,468,48,8,0
0,0,0,0,0,0,0,0,1,0,0,0,1,469,8,8,0
0,0,0,1,0,0,0,0,1,0,0,0,0,470,22,8,0
0,1,0,0,0,0,0,0,0,0,1,0,0,471,8,8,2
0,0,0,0,1,0,0,0,0,0,0,0,1,472,48,8,0
0,1,0,0,0,0,0,0,1,0,0,0,0,473,22,160,0
0,0,0,0,1,0,0,0,0,0,0,0,1,474,48,320,0
0,1,0,0,0,0,0,1,0,0,0,0,0,475,22,8,1
0,0,0,0,0,0,0,0,0,0,1,0,1,476,48,8,0
0,1,0,0,1,0,0,0,0,0,0,0,0,477,22,8,0
0,1,0,0,0,0,0,0,1,0,0,0,0,478,8,8,0
0,0,0,0,0,0,0,1,0,0,0,0,1,479,8,8,0
0,0,0,0,0,0,1,0,0,1,0,0,1,480,8,8,1
0,0,0,1,1,0,0,0,0,0,0,0,0,481,22,8,0
0,0,0,0,1,0,0,0,0,0,0,0,1,482,48,160,0
0,1,0,0,0,0,0,0,1,0,0,0,0,483,22,8,0
0,0,0,1,0,0,0,1,0,0,0,0,0,484,22,8,0
0,0,0,0,1,0,0,0,0,0,0,0,1,485,8,8,0
0,1,0,0,0,0,1,0,0,0,0,0,0,486,22,8,0
0,0,0,1,0,0,1,0,0,0,0,0,0,487,48,8,0
0,0,0,0,0,0,0,0,0,0,1,0,1,488,44,8,0
0,1,0,0,0,0,0,0,0,0,1,0,0,489,8,8,0
0,1,0,0,0,0,0,0,1,0,0,0,0,490,8,320,0
0,0,0,0,0,0,0,0,0,0,1,0,1,491,44,320,0
0,0,0,0,0,1,0,1,0,0,0,0,1,492,44,320,0
0,0,0,0,0,0,0,0,0,0,1,0,1,493,22,8,0
0,1,0,0,1,0,0,0,0,0,0,0,0,494,44,8,0
0,0,0,1,0,0,0,0,0,0,1,0,0,495,8,160,0
0,0,1,0,0,0,0,0,1,0,0,0,1,496,22,8,0
0,1,0,0,0,0,0,1,0,0,0,0,0,497,22,8,0
0,0,0,0,0,0,0,0,0,0,1,0,1,498,22,8,2
0,1,0,0,0,0,1,0,0,0,0,0,0,499,8,8,0
0,1,0,0,0,0,0,1,0,0,0,0,0,500,8,8,0
1,0,0,0,0,0,0,1,0,0,0,0,1,501,44,8,1
0,0,0,0,1,0,0,0,0,0,0,0,1,502,48,320,0
0,1,0,0,1,0,0,0,0,0,0,0,0,503,44,8,0
0,1,0,0,0,0,0,0,0,0,1,0,0,504,22,8,0
0,0,0,0,0,0,0,0,0,0,1,0,1,505,22,160,0
0,0,0,0,0,0,0,0,0,0,1,0,1,506,48,8,0
0,0,0,0,0,0,0,1,0,0,0,0,1,507,44,8,0
0,0,0,0,0,0,1,0,0,0,0,0,1,508,8,160,0
0,1,0,0,0,0,0,0,0,0,1,0,0,509,8,8,0
0,1,0,0,0,0,0,0,1,0,0,0,0,510,44,8,0
0,0,0,1,0,0,1,0,0,0,0,0,0,511,22,8,1
0,1,0,0,0,0,0,0,1,0,0,0,0,512,22,8,0
0,1,0,0,1,0,0,0,0,1,0,0,0,513,8,8,0
0,1,0,0,0,0,0,0,0,0,1,0,0,514,22,320,0
0,0,0,1,0,0,1,0,0,0,0,0,0,515,8,160,0
0,0,0,1,0,0,0,0,1,0,0,0,0,516,48,8,0
0,0,0,0,0,0,0,1,0,0,0,0,1,517,22,320,0
0,0,0,0,0,0,0,0,0,0,1,0,1,518,22,8,1
0,0,0,0,0,0,0,0,1,0,0,0,1,519,8,8,0
0,0,0,1,0,0,1,0,0,0,0,0,0,520,44,8,0
0,1,0,0,1,0,0,0,0,0,0,0,0,521,22,8,0
0,1,0,0,0,0,0,1,0,0,0,0,0,522,22,8,0
0,0,0,1,1,0,0,0,0,0,0,0,0,523,8,8,0
0,1,0,0,0,0,0,0,0,0,1,0,0,524,48,8,0
0,0,0,1,0,1,1,0,0,0,0,0,0,525,8,160,0
0,1,0,0,0,0,0,0,0,0,1,0,0,526,8,8,0
0,0,0,0,1,0,0,0,0,0,0,0,1,527,48,8,0
0,0,0,1,0,0,1,0,0,0,0,0,0,528,44,8,0
0,1,1,0,1,0,0,0,0,0,0,0,0,529,8,8,0
0,0,0,1,0,0,0,0,1,0,0,0,0,530,44,8,0
0,0,0,0,0,0,0,0,0,0,1,0,1,531,22,8,2
0,1,0,0,0,0,0,0,1,0,0,0,0,532,48,8,0
0,1,0,0,0,0,0,1,0,0,0,0,0,533,22,8,0
1,1,0,0,0,0,0,1,0,0,0,0,0,534,22,8,0
0,1,0,0,1,0,0,0,0,0,0,0,0,535,44,320,0
0,0,0,0,0,0,0,0,0,0,1,0,1,536,8,320,0
0,0,0,0,0,0,0,0,0,0,1,0,1,537,44,320,0
0,1,0,0,1,0,0,0,0,0,0,0,0,538,48,320,0
0,0,0,0,1,0,0,0,0,0,0,0,1,539,22,320,0
0,0,0,1,0,0,1,0,0,0,0,0,0,540,8,320,0
0,1,0,0,1,0,0,0,0,0,0,0,0,541,8,320,0
0,0,0,0,0,0,0,0,0,0,1,0,1,542,8,320,0
0,0,0,0,0,0,0,0,0,0,1,0,1,543,44,320,0
0,0,0,0,0,0,1,0,0,0,0,0,1,544,22,320,0
0,1,0,0,0,0,0,0,0,0,1,0,0,545,22,320,0
0,0,0,1,0,0,0,0,0,1,1,0,0,546,8,320,0
0,0,0,0,0,0,0,0,0,0,1,0,1,547,22,320,0
0,0,0,0,0,0,0,0,1,0,0,0,1,548,22,320,0
0,1,0,0,0,0,0,1,0,0,0,0,0,549,8,320,0
0,0,0,1,0,0,1,0,0,0,0,0,0,550,44,320,0
0,0,0,1,0,0,0,1,0,0,0,0,0,551,22,320,0
0,0,0,0,0,0,0,0,0,0,1,0,1,552,22,320,0
0,0,0,0,1,0,0,0,0,0,0,0,1,553,8,320,0
0,1,0,0,0,0,0,1,0,0,0,0,0,554,8,320,0
0,0,0,1,0,1,0,0,0,0,1,0,0,555,44,320,0
0,0,0,0,1,0,0,0,0,0,0,0,1,556,44,320,0
0,0,0,1,0,0,0,0,1,0,0,0,0,557,8,320,0
0,0,1,0,0,0,0,0,0,0,1,0,1,558,48,320,0
0,1,0,0,0,0,0,0,1,0,0,0,0,559,48,320,0
1,0,0,0,0,0,0,1,0,0,0,0,1,560,8,320,0
0,0,0,0,0,0,0,0,0,0,1,0,1,561,22,320,0
0,0,0,1,0,0,0,0,0,0,1,0,0,562,22,8,0
0,0,0,1,0,0,0,0,0,0,1,0,0,563,48,320,0
0,0,0,0,0,0,0,0,0,0,1,0,1,564,44,320,0
0,0,0,0,0,0,0,1,0,0,0,0,1,565,22,320,0
0,0,0,0,0,0,0,0,1,0,0,0,1,566,48,160,0
0,0,0,0,0,0,0,0,0,0,1,0,1,567,48,320,0
0,0,0,0,0,0,0,1,0,0,0,0,1,568,44,160,0
0,0,0,0,0,0,1,0,0,0,0,0,1,569,48,8,0
0,0,0,0,1,0,0,0,0,0,0,0,1,570,48,320,0
0,0,0,0,1,0,0,0,0,1,0,0,1,571,44,8,0
0,1,0,0,0,0,0,0,0,0,1,0,0,572,22,320,0
0,0,0,1,0,0,1,0,0,0,0,0,0,573,22,160,0
0,0,0,1,0,0,0,0,1,0,0,0,0,574,8,8,0
0,0,0,0,0,0,0,1,0,0,0,0,1,575,22,8,0
0,0,0,0,0,0,1,0,0,0,0,0,1,576,44,160,0
0,0,0,1,0,0,0,1,0,0,0,0,0,577,48,160,0
0,0,0,1,0,0,0,0,1,0,0,0,0,578,44,160,0
0,0,0,1,1,0,0,0,0,0,0,0,0,579,8,320,0
0,0,0,0,1,0,0,0,0,0,0,0,1,580,48,160,0
0,1,0,0,0,1,0,0,0,0,1,0,0,581,44,8,0
0,0,0,0,1,0,0,0,0,0,0,0,1,582,8,160,0
0,0,0,1,0,0,0,0,0,0,1,0,0,583,44,160,0
0,0,1,0,0,0,0,0,0,0,1,0,1,584,44,320,0
0,1,0,0,0,0,1,0,0,0,0,0,0,585,8,8,0
0,1,0,0,1,0,0,0,0,0,0,0,0,586,22,320,0
1,0,0,1,0,0,0,0,1,0,0,0,0,587,22,160,0
0,0,0,1,0,0,0,0,0,0,1,0,0,588,48,8,0
0,0,0,1,0,0,0,0,0,0,1,0,0,589,48,8,0
0,0,0,1,0,0,0,0,0,0,1,0,0,590,8,8,0
0,0,0,0,1,0,0,0,0,0,0,0,1,591,44,8,0
0,0,0,0,1,0,0,0,0,0,0,0,1,592,48,8,0
0,0,0,0,0,0,0,0,0,0,1,0,1,593,44,8,0
0,0,0,0,0,0,0,1,0,0,0,0,1,594,22,8,0
0,1,0,0,0,0,0,0,0,0,1,0,0,595,44,8,0
0,0,0,0,0,0,0,0,0,0,1,0,1,596,8,8,0
0,0,0,0,0,0,0,0,0,1,1,0,1,597,48,8,0
0,0,0,0,1,0,0,0,0,0,0,0,1,598,22,8,0
0,0,0,1,0,0,0,0,1,0,0,0,0,599,48,8,0
0,0,0,0,0,0,0,1,0,0,0,0,1,600,44,8,0
0,1,0,0,0,0,0,0,1,0,0,0,0,601,22,8,0
0,0,0,0,0,0,1,0,0,0,0,0,1,602,48,8,0
0,1,0,0,1,0,0,0,0,0,0,0,0,603,48,8,0
0,0,0,0,0,0,0,0,0,0,1,0,1,604,22,8,0
0,0,0,0,0,0,0,1,0,0,0,0,1,605,8,8,0
0,0,0,0,0,0,0,0,0,0,1,0,1,606,48,8,0
0,0,0,1,1,0,0,0,0,0,0,0,0,607,48,8,0
0,0,0,1,0,0,1,0,0,0,0,0,0,608,8,8,0
0,1,1,0,1,0,0,0,0,0,0,0,0,609,22,8,0
0,0,0,1,0,0,1,0,0,0,0,0,0,610,8,8,0
0,1,0,0,0,0,0,1,0,0,0,0,0,611,8,8,0
1,0,0,0,0,0,1,0,0,0,0,0,1,612,8,8,0
0,0,0,1,0,0,0,0,0,0,1,0,0,613,48,8,2
0,1,0,0,0,0,0,0,1,0,0,0,0,614,48,8,0
0,0,0,0,1,0,0,0,0,0,0,0,1,615,22,8,1
0,0,0,0,1,0,0,0,0,0,0,0,1,616,48,320,0
0,0,0,0,0,0,0,0,0,0,1,0,1,617,22,8,1
0,0,0,0,0,0,0,0,1,0,0,0,1,618,22,8,0
0,0,0,0,0,0,0,0,1,0,0,0,1,619,48,8,0
0,0,0,1,0,0,1,0,0,0,0,0,0,620,8,8,0
0,1,0,0,0,0,0,0,1,1,0,0,0,621,44,8,0
0,0,0,0,0,0,0,1,0,0,0,0,1,622,22,8,0
0,1,0,0,0,0,0,0,1,0,0,0,0,623,22,160,0
0,0,0,0,0,0,0,0,1,0,0,0,1,624,8,320,0
0,0,0,1,0,0,0,1,0,0,0,0,0,625,22,8,0
0,0,0,0,0,0,0,0,0,0,1,0,1,626,22,8,2
0,1,0,0,1,0,0,0,0,0,0,0,0,627,44,8,0
0,0,0,0,0,0,1,0,0,0,0,0,1,628,22,8,1
0,0,0,0,0,0,0,0,0,0,1,0,1,629,44,8,0
0,0,0,0,0,0,0,0,0,0,1,0,1,630,44,8,1
0,0,0,0,0,0,0,0,0,0,1,0,1,631,8,8,0
0,0,0,1,0,0,1,0,0,0,0,0,0,632,8,160,0
0,1,0,0,0,1,0,0,0,0,1,0,0,633,8,320,0
0,1,0,0,0,0,0,0,1,0,0,0,0,634,8,8,0
0,0,0,0,1,0,0,0,0,0,0,0,1,635,22,160,0
0,0,0,1,0,0,0,1,0,0,0,0,0,636,8,8,0
0,1,1,0,0,0,0,0,1,0,0,0,0,637,8,160,0
0,1,0,0,0,0,0,0,0,0,1,0,0,638,22,8,0
0,0,0,0,0,0,0,0,0,0,1,0,1,639,44,8,2
0,0,0,1,0,0,1,0,0,0,0,0,0,640,8,8,0
0,1,0,0,0,0,0,1,0,0,0,0,0,641,22,8,0
1,1,0,0,1,0,0,0,0,0,0,0,0,642,8,8,0
0,0,0,0,0,0,0,0,0,0,1,0,1,643,22,8,0
0,0,0,1,0,0,0,0,0,0,1,0,0,644,8,160,0
0,1,0,0,0,0,0,0,0,0,1,0,0,645,44,8,0
0,0,0,1,0,0,0,0,0,0,1,0,0,646,44,8,0
0,0,0,1,0,0,0,0,0,0,1,0,0,647,44,8,0
0,0,0,1,0,0,0,0,0,0,1,0,0,648,48,320,0
0,0,0,0,0,0,0,0,0,0,1,0,1,649,48,8,0
0,0,0,1,0,0,0,0,0,0,1,0,0,650,44,8,0
0,0,0,0,0,0,0,0,0,1,1,0,1,651,48,8,1
0,0,0,1,0,0,0,0,0,0,1,0,0,652,22,8,0
0,0,0,1,0,0,0,0,0,0,1,0,0,653,8,160,0
0,1,0,0,0,0,0,0,0,0,1,0,0,654,44,8,2
0,0,0,1,0,0,0,0,0,0,1,0,0,655,8,8,0
0,0,0,0,0,0,0,0,0,0,1,0,1,656,44,160,0
0,0,0,1,0,0,0,0,0,0,1,0,0,657,22,160,0
0,1,0,0,0,0,0,0,0,0,1,0,0,658,8,8,0
0,0,0,1,0,0,0,0,0,0,1,0,0,659,44,320,0
0,0,0,0,0,1,0,0,0,0,1,0,1,660,8,320,0
0,1,0,0,0,0,0,0,0,0,1,0,0,661,22,8,0
0,0,0,1,0,0,0,0,0,0,1,0,0,662,44,8,0
0,0,1,0,0,0,0,0,0,0,1,0,1,663,48,160,0
0,1,0,0,0,0,0,0,0,0,1,0,0,664,22,8,0
0,0,0,1,0,0,0,0,0,0,1,0,0,665,44,8,2
0,0,0,1,0,0,0,0,0,0,1,0,0,666,8,8,0
0,1,0,0,0,0,0,0,0,0,1,0,0,667,8,8,1
1,0,0,1,0,0,0,0,0,0,1,0,0,668,48,8,2
0,0,0,0,1,0,0,0,0,0,0,0,1,669,48,8,0
0,1,0,0,0,0,0,0,1,0,0,0,0,670,22,320,0
0,1,0,0,0,0,1,0,0,0,0,0,0,671,8,8,0
0,0,0,1,0,0,0,1,0,0,0,0,0,672,48,8,0
0,0,0,0,0,0,0,0,0,0,1,0,1,673,48,8,0
0,0,0,1,0,0,0,0,1,0,0,0,0,674,44,320,0
0,0,0,0,0,0,0,0,0,0,1,0,1,675,48,8,1
0,0,0,1,0,0,1,0,0,1,0,0,0,676,48,160,0
0,1,0,0,0,0,0,0,0,0,1,0,0,677,22,8,0
0,1,0,0,0,0,0,0,0,0,1,0,0,678,8,160,0
0,1,0,0,0,0,0,0,1,0,0,0,0,679,22,8,0
0,0,0,0,0,0,0,1,0,0,0,0,1,680,8,160,0
0,1,0,0,0,0,0,0,0,0,1,0,0,681,44,8,2
0,0,0,0,0,0,0,0,0,0,1,0,1,682,44,8,1
0,0,0,0,0,0,1,0,0,0,0,0,1,683,48,8,0
0,0,0,0,1,0,0,0,0,0,0,0,1,684,48,8,1
0,1,0,0,1,0,0,0,0,0,0,0,0,685,48,160,0
0,0,0,0,1,0,0,0,0,0,0,0,1,686,8,8,0
0,0,0,1,0,0,0,0,0,0,1,0,0,687,48,320,0
0,0,0,0,0,1,0,0,0,0,1,0,1,688,48,320,0
0,0,0,0,0,0,0,0,0,0,1,0,1,689,22,8,0
0,0,0,0,1,0,0,0,0,0,0,0,1,690,44,8,1
0,0,0,1,1,0,0,0,0,0,0,0,0,691,22,320,0
0,0,1,0,1,0,0,0,0,0,0,0,1,692,8,8,1
0,0,0,1,0,0,0,0,1,0,0,0,0,693,8,8,0
0,0,0,0,1,0,0,0,0,0,0,0,1,694,22,8,2
0,1,0,0,0,0,0,1,0,0,0,0,0,695,8,8,0
0,1,0,0,0,0,0,0,0,0,1,0,0,696,44,320,0
1,0,0,0,0,0,0,1,0,0,0,0,1,697,48,8,1
0,0,0,0,0,0,1,0,0,0,0,0,1,698,22,160,0
0,0,0,0,0,0,0,0,1,0,0,0,1,699,22,8,2
0,1,0,0,1,0,0,0,0,0,0,0,0,700,8,8,0
0,1,0,0,0,0,0,0,0,0,1,0,0,701,8,8,0
0,1,0,0,1,0,0,0,0,0,0,0,0,702,48,8,0
0,0,0,0,0,0,0,0,0,0,1,0,1,703,22,160,0
0,1,0,0,0,0,0,1,0,1,0,0,0,704,22,8,0
0,1,0,0,0,0,0,0,1,0,0,0,0,705,22,8,1
0,0,0,0,0,0,0,0,0,0,1,0,1,706,44,160,0
0,0,0,1,0,0,0,0,1,0,0,0,0,707,8,160,0
0,0,0,1,0,0,0,1,0,0,0,0,0,708,48,8,2
0,0,0,0,0,0,0,0,0,0,1,0,1,709,44,8,1
0,1,0,0,0,0,1,0,0,0,0,0,0,710,44,8,0
0,0,0,1,0,0,1,0,0,0,0,0,0,711,22,320,0
0,0,0,0,1,0,0,0,0,0,0,0,1,712,8,8,0
0,0,0,0,0,0,0,0,0,0,1,0,1,713,48,8,0
0,0,0,0,0,0,0,0,0,0,1,0,1,714,8,8,0
0,0,0,0,0,0,0,0,0,0,1,0,1,715,44,8,1
0,0,0,0,0,1,0,0,1,0,0,0,1,716,22,160,0
0,0,0,0,1,0,0,0,0,0,0,0,1,717,44,8,0
0,1,0,0,1,0,0,0,0,0,0,0,0,718,44,8,0
0,0,0,1,0,0,0,0,0,0,1,0,0,719,48,8,1
0,0,1,1,1,0,0,0,0,0,0,0,0,720,48,8,0
0,0,0,1,0,0,0,1,0,0,0,0,0,721,44,8,0
0,0,0,0,0,0,1,0,0,0,0,0,1,722,22,8,2
0,0,0,1,1,0,0,0,0,0,0,0,0,723,8,8,0
0,1,0,0,0,0,0,1,0,0,0,0,0,724,8,160,0
1,0,0,1,0,0,0,0,0,0,1,0,0,725,22,8,0
0,0,0,0,0,0,0,1,0,0,0,0,1,726,22,160,0
0,0,0,0,0,0,0,0,0,0,1,0,1,727,8,320,0
0,0,0,0,1,0,0,0,0,0,0,0,1,728,22,8,0
0,0,0,0,0,0,1,0,0,0,0,0,1,729,44,320,0
0,0,0,0,0,0,0,0,1,0,0,0,1,730,44,320,0
0,0,0,0,0,0,0,0,0,1,1,0,1,731,22,160,0
0,0,0,0,0,0,0,0,1,0,0,0,1,732,22,160,0
0,0,0,0,0,0,0,1,0,0,0,0,1,733,8,160,0
0,0,0,0,0,0,0,0,1,0,0,0,1,734,44,160,0
0,0,0,1,0,0,0,1,0,0,0,0,0,735,44,320,0
0,0,0,1,0,0,1,0,0,0,0,0,0,736,8,8,0
0,0,0,1,0,0,0,0,1,0,0,0,0,737,8,8,0
0,0,0,0,0,0,0,0,0,0,1,0,1,738,44,160,0
0,0,0,0,0,0,0,0,0,0,1,0,1,739,8,160,0
0,0,0,0,0,0,0,0,1,0,0,0,1,740,48,320,0
0,1,0,0,0,1,0,1,0,0,0,0,0,741,22,8,0
0,0,0,1,1,0,0,0,0,0,0,0,0,742,22,320,0
0,0,0,1,1,0,0,0,0,0,0,0,0,743,8,8,0
0,0,1,1,0,0,0,0,1,0,0,0,0,744,8,160,0
0,0,0,0,0,0,0,0,0,0,1,0,1,745,22,8,0
0,1,0,0,0,0,1,0,0,0,0,0,0,746,8,320,0
1,0,0,1,0,0,1,0,0,0,0,0,0,747,8,320,0
0,1,0,0,0,0,0,0,0,0,1,0,0,748,8,8,0
0,0,0,1,0,0,0,0,0,0,1,0,0,749,48,8,2
0,0,0,0,0,0,0,0,0,0,1,0,1,750,44,8,0
0,0,0,1,0,0,0,0,0,0,1,0,0,751,8,8,0
0,0,0,1,0,0,1,0,0,1,0,0,0,752,22,8,0
0,1,0,0,0,0,0,0,0,0,1,0,0,753,22,8,0
0,0,0,1,0,0,0,0,1,0,0,0,0,754,8,160,0
0,1,0,0,0,0,0,0,1,0,0,0,0,755,22,160,0
0,0,0,1,0,0,0,1,0,0,0,0,0,756,8,8,0
0,0,0,1,0,0,0,0,0,0,1,0,0,757,44,8,2
0,0,0,1,0,0,0,1,0,0,0,0,0,758,8,8,0
0,0,0,1,0,0,1,0,0,0,0,0,0,759,22,8,0
0,1,0,0,1,0,0,0,0,0,0,0,0,760,22,8,0
0,0,0,0,0,0,1,0,0,0,0,0,1,761,48,8,0
0,0,0,1,0,0,1,0,0,0,0,0,0,762,8,320,0
0,1,0,0,1,0,0,0,0,0,0,0,0,763,8,320,0
0,1,0,0,0,1,1,0,0,0,0,0,0,764,22,160,0
0,0,0,0,0,0,0,0,0,0,1,0,1,765,44,8,0
0,0,0,0,1,0,0,0,0,0,0,0,1,766,8,160,0
0,0,0,1,1,0,0,0,0,0,0,0,0,767,8,160,0
0,0,1,1,0,0,0,1,0,0,0,0,0,768,48,8,0
0,1,0,0,1,0,0,0,0,0,0,0,0,769,48,8,0
0,0,0,0,0,0,0,0,0,0,1,0,1,770,22,8,2
0,0,0,1,0,0,0,0,1,0,0,0,0,771,44,8,0
0,1,0,0,0,0,0,0,0,0,1,0,0,772,22,8,0
1,0,0,0,0,0,0,0,0,0,1,0,1,773,22,8,1
0,1,0,0,0,0,1,0,0,0,0,0,0,774,44,320,0
0,1,0,0,0,0,0,0,0,0,1,0,0,775,48,320,0
0,0,0,0,0,0,0,0,0,0,1,0,1,776,48,8,1
0,0,0,0,0,0,0,0,0,1,1,0,1,777,48,8,1
0,0,0,0,0,0,0,0,0,0,1,0,1,778,22,320,0
0,1,0,0,0,0,0,0,0,0,1,0,0,779,22,160,0
0,0,0,1,0,0,0,0,1,0,0,0,0,780,8,8,0
0,1,0,0,0,0,0,1,0,0,0,0,0,781,22,320,0
0,0,0,1,1,0,0,0,0,0,0,0,0,782,44,8,2
0,1,0,0,0,0,0,0,0,0,1,0,0,783,22,8,0
0,0,0,1,0,0,1,0,0,0,0,0,0,784,44,8,0
0,0,0,1,0,0,0,0,1,0,0,0,0,785,22,320,0
0,0,0,1,0,0,0,1,0,0,0,0,0,786,8,8,0
0,0,0,0,0,0,0,0,1,0,0,0,1,787,48,8,0
0,1,0,0,0,1,1,0,0,0,0,0,0,788,8,160,0
0,0,0,0,0,0,0,0,0,0,1,0,1,789,44,8,0
0,0,0,1,1,0,0,0,0,0,0,0,0,790,44,8,0
0,0,0,1,0,0,0,1,0,0,0,0,0,791,8,160,0
0,0,1,0,0,0,0,1,0,0,0,0,1,792,22,8,1
0,0,0,0,0,0,0,0,0,0,1,0,1,793,22,8,0
0,0,0,1,0,0,0,0,1,0,0,0,0,794,8,8,2
0,0,0,0,0,0,0,0,0,0,1,0,1,795,8,8,0
0,1,0,0,0,0,0,0,0,0,1,0,0,796,44,160,0
1,0,0,0,1,0,0,0,0,0,0,0,1,797,44,8,0
0,0,0,1,0,0,0,0,0,0,1,0,0,798,22,8,0
0,0,0,1,1,0,0,0,0,0,0,0,0,799,22,8,0
0,0,0,0,0,0,0,0,0,1,1,0,1,800,22,160,0
0,1,0,0,0,0,1,0,0,0,0,0,0,801,22,160,0
0,0,0,0,0,0,0,0,0,0,1,0,1,802,48,160,0
0,0,0,1,0,0,0,0,1,0,0,0,0,803,22,160,0
0,1,0,0,0,0,0,1,0,0,0,0,0,804,8,320,0
0,0,0,0,0,0,0,0,0,0,1,0,1,805,8,8,1
0,0,0,0,0,0,0,0,1,0,0,0,1,806,22,8,0
0,0,0,1,0,0,1,0,0,0,0,0,0,807,8,8,0
0,1,0,0,0,0,1,0,0,0,0,0,0,808,22,8,0
0,0,0,0,0,0,0,0,0,0,1,0,1,809,48,8,0
0,0,0,0,0,0,0,0,0,0,1,0,1,810,8,8,0
0,0,0,0,0,1,0,0,1,0,0,0,1,811,8,8,0
0,1,0,0,0,0,0,1,0,0,0,0,0,812,48,8,0
0,0,0,0,1,0,0,0,0,0,0,0,1,813,44,8,0
0,0,0,1,1,0,0,0,0,0,0,0,0,814,44,8,1
0,0,1,0,0,0,0,0,1,0,0,0,1,815,44,8,1
0,0,0,0,0,0,0,0,0,0,1,0,1,816,22,8,0
0,0,0,1,0,0,1,0,0,0,0,0,0,817,22,8,2
0,0,0,1,1,0,0,0,0,0,0,0,0,818,48,8,0
